,exp_id,word,word_understand,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
0,585,A,1,0,0,0,0.0,0.0,0,0,0
1,585,judge,1,1,3,927,927.0,185.4,927,3,1
2,585,in,1,1,1,245,245.0,122.5,-682,-2,0
3,585,the,1,0,0,0,0.0,0.0,-245,-1,-1
4,585,US,1,1,1,321,321.0,160.5,321,1,1
5,585,State,1,1,1,203,203.0,40.6,-118,0,0
6,585,of,1,1,1,208,208.0,104.0,5,0,0
7,585,Arizona,1,1,2,575,287.5,82.14285714285714,367,1,0
8,585,has,1,0,0,0,0.0,0.0,-575,-2,-1
9,585,ruled,1,1,1,332,332.0,66.4,332,1,1
10,585,that,1,1,1,375,375.0,93.75,43,0,0
11,585,a,1,0,0,0,0.0,0.0,-375,-1,-1
12,585,1901,1,0,0,0,0.0,0.0,0,0,0
13,585,ban,1,1,1,440,440.0,146.66666666666666,440,1,1
14,585,on,1,2,2,1252,1252.0,626.0,812,1,1
15,585,nearly,1,1,1,207,103.5,34.5,-1045,-1,-1
16,585,all,1,0,0,0,0.0,0.0,-207,-1,-1
17,585,abortions,0,1,3,1336,668.0,148.44444444444446,1336,3,1
18,585,can,1,0,0,0,0.0,0.0,-1336,-3,-1
19,585,now,1,1,2,591,591.0,197.0,591,2,1
20,585,be,1,2,4,1215,1215.0,607.5,624,2,1
21,585,reintroduced,1,2,2,1160,386.6666666666667,96.66666666666669,-55,-2,0
22,585,Only,1,1,4,1508,754.0,377.0,348,2,-1
23,585,terminations,1,0,0,0,0.0,0.0,-1508,-4,-1
24,585,to,1,0,0,0,0.0,0.0,0,0,0
25,585,save,1,0,0,0,0.0,0.0,0,0,0
26,585,the,1,1,1,578,578.0,192.66666666666663,578,1,1
27,585,mother's,1,1,2,664,332.0,83.0,86,1,0
28,585,life,1,1,1,283,283.0,70.75,-381,-1,0
29,585,will,1,0,0,0,0.0,0.0,-283,-1,-1
30,585,be,1,0,0,0,0.0,0.0,0,0,0
31,585,permitted,1,1,2,1064,354.6666666666667,118.22222222222224,1064,2,1
32,585,The,1,0,0,0,0.0,0.0,-1064,-2,-1
33,585,Republican,1,1,2,977,244.25,97.7,977,2,1
34,585,attorney,0,2,3,1322,440.6666666666667,165.25,345,1,1
35,585,general,1,2,3,877,292.3333333333333,125.28571428571428,-445,0,0
36,585,of,1,3,3,1338,1338.0,669.0,461,0,1
37,585,Arizona,1,1,1,342,171.0,48.85714285714285,-996,-2,-2
38,585,said,1,1,1,206,206.0,51.5,-136,0,0
39,585,he,1,0,0,0,0.0,0.0,-206,-1,-1
40,585,applauded,1,1,3,831,277.0,92.33333333333331,831,3,1
41,585,the,1,1,1,304,304.0,101.33333333333331,-527,-2,0
42,585,court's,1,1,1,447,447.0,63.85714285714285,143,0,0
43,585,decision,1,1,4,1283,427.6666666666667,160.375,836,3,0
44,585,It,1,0,0,0,0.0,0.0,-1283,-4,-1
45,585,was,1,0,0,0,0.0,0.0,0,0,0
46,585,made,1,2,2,416,416.0,104.0,416,2,2
47,585,possible,1,2,3,753,251.0,94.125,337,1,0
48,585,by,1,1,1,237,237.0,118.5,-516,-2,-1
49,585,the,1,3,3,1158,1158.0,386.0,921,2,2
50,585,Supreme,1,1,2,798,798.0,114.0,-360,-1,-2
51,585,Court,1,0,0,0,0.0,0.0,-798,-2,-1
52,585,in,1,0,0,0,0.0,0.0,0,0,0
53,585,Washington,1,1,3,1140,380.0,114.0,1140,3,1
54,585,overturning,0,1,3,1050,350.0,95.45454545454544,-90,0,0
55,585,the,1,0,0,0,0.0,0.0,-1050,-3,-1
56,585,1973,1,0,0,0,0.0,0.0,0,0,0
57,585,Roe,1,1,1,279,279.0,93.0,279,1,1
58,585,v,1,0,0,0,0.0,0.0,-279,-1,-1
59,585,Wade,1,1,1,404,404.0,101.0,404,1,1
60,585,ruling,1,1,2,675,337.5,112.5,271,1,0
61,585,which,1,1,3,896,896.0,179.2,221,1,0
62,585,granted,1,1,2,1224,612.0,174.85714285714286,328,-1,0
63,585,the,1,0,0,0,0.0,0.0,-1224,-2,-1
64,585,right,1,1,1,250,250.0,50.0,250,1,1
65,585,for,1,0,0,0,0.0,0.0,-250,-1,-1
66,585,all,1,0,0,0,0.0,0.0,0,0,0
67,585,women,1,1,2,574,287.0,114.8,574,2,1
68,585,in,1,0,0,0,0.0,0.0,-574,-2,-1
69,585,the,1,1,1,262,262.0,87.33333333333333,262,1,1
70,585,United,1,1,1,219,109.5,36.5,-43,0,0
71,585,States,1,0,0,0,0.0,0.0,-219,-1,-1
72,585,to,1,0,0,0,0.0,0.0,0,0,0
73,585,have,1,1,1,317,317.0,79.25,317,1,1
74,585,access,1,1,1,398,199.0,66.33333333333333,81,0,0
75,585,to,1,1,1,208,208.0,104.0,-190,0,0
76,585,abortion,1,1,1,370,185.0,46.25,162,0,0
77,585,A,1,0,0,0,0.0,0.0,-370,-1,-1
78,585,Colombian,1,0,0,0,0.0,0.0,0,0,0
79,585,dissident,1,1,2,827,275.6666666666667,91.88888888888889,827,2,1
80,585,group,1,2,2,723,723.0,144.6,-104,0,1
81,585,which,1,0,0,0,0.0,0.0,-723,-2,-2
82,585,rejected,1,1,2,587,195.66666666666663,73.375,587,2,1
83,585,the,1,0,0,0,0.0,0.0,-587,-2,-1
84,585,2016,1,1,2,592,592.0,148.0,592,2,1
85,585,peace,1,1,1,311,311.0,62.2,-281,-1,0
86,585,deal,1,0,0,0,0.0,0.0,-311,-1,-1
87,585,with,1,1,1,347,347.0,86.75,347,1,1
88,585,the,1,1,1,225,225.0,75.0,-122,0,0
89,585,country's,1,1,3,1522,761.0,169.11111111111111,1297,2,0
90,585,largest,1,1,1,201,201.0,28.714285714285715,-1321,-2,0
91,585,guerrilla,0,2,2,783,261.0,87.0,582,1,1
92,585,movement,1,0,0,0,0.0,0.0,-783,-2,-2
93,585,the,1,0,0,0,0.0,0.0,0,0,0
94,585,FARC,1,1,1,698,698.0,174.5,698,1,1
95,585,has,1,1,1,232,232.0,77.33333333333333,-466,0,0
96,585,said,1,2,3,693,693.0,173.25,461,2,1
97,585,it,1,0,0,0,0.0,0.0,-693,-3,-2
98,585,is,1,1,1,243,243.0,121.5,243,1,1
99,585,prepared,1,1,1,200,100.0,25.0,-43,0,0
100,585,to,1,0,0,0,0.0,0.0,-200,-1,-1
101,585,stop,1,1,1,631,631.0,157.75,631,1,1
102,585,its,1,0,0,0,0.0,0.0,-631,-1,-1
103,585,attacks,1,1,1,232,116.0,33.142857142857146,232,1,1
104,585,against,1,1,2,570,570.0,81.42857142857143,338,1,0
105,585,government,1,0,0,0,0.0,0.0,-570,-2,-1
106,585,forces,1,1,1,477,477.0,79.5,477,1,1
107,585,to,1,0,0,0,0.0,0.0,-477,-1,-1
108,585,help,1,2,3,908,908.0,227.0,908,3,2
109,585,ceasefire,1,0,0,0,0.0,0.0,-908,-3,-2
110,585,talks,1,0,0,0,0.0,0.0,0,0,0
111,585,The,1,0,0,0,0.0,0.0,0,0,0
112,585,Colombian,1,1,1,206,103.0,22.88888888888889,206,1,1
113,585,president,1,0,0,0,0.0,0.0,-206,-1,-1
114,585,Gustavo,1,0,0,0,0.0,0.0,0,0,0
115,585,Petro,1,1,2,630,630.0,126.0,630,2,1
116,585,a,1,0,0,0,0.0,0.0,-630,-2,-1
117,585,former,1,0,0,0,0.0,0.0,0,0,0
118,585,guerrilla,0,1,1,1100,366.6666666666667,122.22222222222224,1100,1,1
119,585,fighter,1,0,0,0,0.0,0.0,-1100,-1,-1
120,585,took,1,0,0,0,0.0,0.0,0,0,0
121,585,office,1,0,0,0,0.0,0.0,0,0,0
122,585,last,1,1,1,222,222.0,55.5,222,1,1
123,585,month,1,1,4,2232,2232.0,446.4,2010,3,0
124,585,promising,1,2,3,1002,501.0,111.33333333333331,-1230,-1,1
125,585,to,1,1,1,236,236.0,118.0,-766,-2,-1
126,585,fully,1,0,0,0,0.0,0.0,-236,-1,-1
127,585,implement,1,1,1,633,211.0,70.33333333333333,633,1,1
128,585,the,1,1,2,670,670.0,223.33333333333331,37,1,0
129,585,2016,1,1,1,218,218.0,54.5,-452,-1,0
130,585,deal,1,1,1,216,216.0,54.0,-2,0,0
131,585,and,1,1,1,1001,1001.0,333.6666666666667,785,0,0
132,585,reach,1,1,1,208,208.0,41.6,-793,0,0
133,585,a,1,0,0,0,0.0,0.0,-208,-1,-1
134,585,settlement,1,1,3,1074,358.0,107.4,1074,3,1
135,585,with,1,0,0,0,0.0,0.0,-1074,-3,-1
136,585,all,1,1,1,243,243.0,81.0,243,1,1
137,585,armed,1,1,1,303,303.0,60.6,60,0,0
138,585,groups,1,2,2,539,539.0,89.83333333333333,236,1,1
139,585,The,1,0,0,0,0.0,0.0,-539,-2,-2
140,585,world's,1,1,4,1460,1460.0,208.57142857142856,1460,4,1
141,585,longest,1,2,2,606,303.0,86.57142857142857,-854,-2,1
142,585,ruling,1,1,2,585,292.5,97.5,-21,0,-1
143,585,head,1,0,0,0,0.0,0.0,-585,-2,-1
144,585,of,1,0,0,0,0.0,0.0,0,0,0
145,585,state,1,1,3,750,750.0,150.0,750,3,1
146,585,Present,1,1,1,425,425.0,60.71428571428572,-325,-2,0
147,585,Teodoro,1,1,1,211,211.0,30.142857142857142,-214,0,0
148,585,Obiang,1,1,1,205,205.0,34.166666666666664,-6,0,0
149,585,of,1,0,0,0,0.0,0.0,-205,-1,-1
150,585,Equatorial,1,1,1,204,51.0,20.4,204,1,1
151,585,Guinea,1,1,3,1351,1351.0,225.16666666666663,1147,2,0
152,585,will,1,0,0,0,0.0,0.0,-1351,-3,-1
153,585,run,1,0,0,0,0.0,0.0,0,0,0
154,585,for,1,0,0,0,0.0,0.0,0,0,0
155,585,office,1,1,3,1483,741.5,247.16666666666663,1483,3,1
156,585,again,1,1,3,1727,1727.0,345.4,244,0,0
157,585,in,1,1,1,203,203.0,101.5,-1524,-2,0
158,585,elections,1,1,4,1808,904.0,200.88888888888889,1605,3,0
159,585,due,1,0,0,0,0.0,0.0,-1808,-4,-1
160,585,to,1,1,1,234,234.0,117.0,234,1,1
161,585,be,1,1,1,477,477.0,238.5,243,0,0
162,585,held,1,0,0,0,0.0,0.0,-477,-1,-1
163,585,in,1,0,0,0,0.0,0.0,0,0,0
164,585,November,1,1,1,282,94.0,35.25,282,1,1
165,585,His,1,0,0,0,0.0,0.0,-282,-1,-1
166,585,son,1,1,1,299,299.0,99.66666666666669,299,1,1
167,585,vice,1,1,2,628,628.0,157.0,329,1,0
168,585,president,1,1,1,204,68.0,22.666666666666668,-424,-1,0
169,585,Teodoro,1,0,0,0,0.0,0.0,-204,-1,-1
170,585,Nguema,1,1,1,210,105.0,35.0,210,1,1
171,585,Obiang,1,1,1,307,307.0,51.16666666666666,97,0,0
172,585,Mangue,1,0,0,0,0.0,0.0,-307,-1,-1
173,585,said,1,0,0,0,0.0,0.0,0,0,0
174,585,that,1,1,1,279,279.0,69.75,279,1,1
175,585,his,1,0,0,0,0.0,0.0,-279,-1,-1
176,585,father,1,1,1,208,104.0,34.666666666666664,208,1,1
177,585,had,1,1,1,354,354.0,118.0,146,0,0
178,585,been,1,1,1,271,271.0,67.75,-83,0,0
179,585,nominated,0,1,2,841,210.25,93.44444444444444,570,1,0
180,585,due,1,0,0,0,0.0,0.0,-841,-2,-1
181,585,to,1,0,0,0,0.0,0.0,0,0,0
182,585,his,1,1,1,200,200.0,66.66666666666667,200,1,1
183,585,charisma,0,1,4,1745,872.5,218.125,1545,3,0
184,585,leadership,1,2,2,466,155.33333333333334,46.6,-1279,-2,1
185,585,and,1,1,1,220,220.0,73.33333333333333,-246,-1,-1
186,585,political,1,2,4,1709,427.25,189.88888888888889,1489,3,1
187,585,experience,1,1,2,1065,266.25,106.5,-644,-2,-1
188,585,And,1,0,0,0,0.0,0.0,-1065,-2,-1
189,585,the,1,1,1,733,733.0,244.33333333333331,733,1,1
190,585,former,1,0,0,0,0.0,0.0,-733,-1,-1
191,585,tennis,1,1,1,431,215.5,71.83333333333333,431,1,1
192,585,men's,1,1,1,258,258.0,51.6,-173,0,0
193,585,world,1,1,1,318,318.0,63.6,60,0,0
194,585,number,1,1,1,212,106.0,35.333333333333336,-106,0,0
195,585,one,1,0,0,0,0.0,0.0,-212,-1,-1
196,585,Roger,1,0,0,0,0.0,0.0,0,0,0
197,585,Federer,1,0,0,0,0.0,0.0,0,0,0
198,585,has,1,1,1,351,351.0,117.0,351,1,1
199,585,bade,1,1,1,531,531.0,132.75,180,0,0
200,585,a,1,1,1,258,258.0,258.0,-273,0,0
201,585,tearful,0,2,3,1140,570.0,162.85714285714286,882,2,1
202,585,farewell,1,1,1,398,398.0,49.75,-742,-2,-1
203,585,to,1,0,0,0,0.0,0.0,-398,-1,-1
204,585,the,1,0,0,0,0.0,0.0,0,0,0
205,585,sport,1,1,2,964,964.0,192.8,964,2,1
206,585,The,1,1,1,541,541.0,180.33333333333331,-423,-1,0
207,585,Swiss,1,1,1,241,241.0,48.2,-300,0,0
208,585,player,1,1,2,973,486.5,162.16666666666666,732,1,0
209,585,joined,1,1,2,842,842.0,140.33333333333334,-131,0,0
210,585,forces,1,0,0,0,0.0,0.0,-842,-2,-1
211,585,with,1,1,1,465,465.0,116.25,465,1,1
212,585,his,1,1,1,207,207.0,69.0,-258,0,0
213,585,former,1,2,2,1073,536.5,178.83333333333334,866,1,1
214,585,rival,1,1,1,820,410.0,164.0,-253,-1,-1
215,585,Rafael,1,0,0,0,0.0,0.0,-820,-1,-1
216,585,Nadal,1,0,0,0,0.0,0.0,0,0,0
217,585,for,1,0,0,0,0.0,0.0,0,0,0
218,585,a,1,0,0,0,0.0,0.0,0,0,0
219,585,doubles,1,1,2,452,226.0,64.57142857142857,452,2,1
220,585,match,1,1,1,398,398.0,79.6,-54,-1,0
221,585,in,1,0,0,0,0.0,0.0,-398,-1,-1
222,585,the,1,0,0,0,0.0,0.0,0,0,0
223,585,Laver,1,1,2,561,561.0,112.2,561,2,1
224,585,Cup,1,0,0,0,0.0,0.0,-561,-2,-1
225,585,in,1,0,0,0,0.0,0.0,0,0,0
226,585,London,1,0,0,0,0.0,0.0,0,0,0
227,585,Russell,1,1,1,530,265.0,75.71428571428571,530,1,1
228,585,Fuller,1,1,1,265,265.0,44.16666666666666,-265,0,0
229,585,was,1,2,2,1178,1178.0,392.6666666666667,913,1,1
230,585,watching,1,2,2,496,248.0,62.0,-682,0,0
231,585,There,1,0,0,0,0.0,0.0,-496,-2,-2
232,585,was,1,1,1,215,215.0,71.66666666666667,215,1,1
233,585,one,1,0,0,0,0.0,0.0,-215,-1,-1
234,585,fleeting,1,0,0,0,0.0,0.0,0,0,0
235,585,match,1,0,0,0,0.0,0.0,0,0,0
236,585,point,1,2,3,731,731.0,146.2,731,3,2
237,585,on,1,0,0,0,0.0,0.0,-731,-3,-2
238,585,Roger,1,1,1,303,303.0,60.6,303,1,1
239,585,Federer's,1,1,1,508,169.33333333333334,56.44444444444444,205,0,0
240,585,serve,1,1,1,206,206.0,41.2,-302,0,0
241,585,but,1,1,1,546,546.0,182.0,340,0,0
242,585,it,1,0,0,0,0.0,0.0,-546,-1,-1
243,585,was,1,1,1,210,210.0,70.0,210,1,1
244,585,the,1,0,0,0,0.0,0.0,-210,-1,-1
245,585,Americans,1,1,1,580,193.33333333333331,64.44444444444444,580,1,1
246,585,representing,1,1,1,245,61.25,20.416666666666668,-335,0,0
247,585,Team,1,1,1,437,437.0,109.25,192,0,0
248,585,World,1,0,0,0,0.0,0.0,-437,-1,-1
249,585,who,1,0,0,0,0.0,0.0,0,0,0
250,585,won,1,1,1,347,347.0,115.66666666666669,347,1,1
251,585,the,1,0,0,0,0.0,0.0,-347,-1,-1
252,585,final,1,0,0,0,0.0,0.0,0,0,0
253,585,point,1,1,2,725,725.0,145.0,725,2,1
254,585,Sympathetic,1,2,3,1468,367.0,133.45454545454547,743,1,1
255,585,applause,1,2,2,619,309.5,77.375,-849,-1,0
256,585,soon,1,1,2,478,478.0,119.5,-141,0,-1
257,585,made,1,1,1,382,382.0,95.5,-96,-1,0
258,585,way,1,1,2,802,802.0,267.3333333333333,420,1,0
259,585,for,1,0,0,0,0.0,0.0,-802,-2,-1
260,585,loud,1,0,0,0,0.0,0.0,0,0,0
261,585,cheers,1,1,1,792,792.0,132.0,792,1,1
262,585,as,1,1,1,200,200.0,100.0,-592,0,0
263,585,Federal,1,0,0,0,0.0,0.0,-200,-1,-1
264,585,hugged,1,1,2,1004,1004.0,167.33333333333334,1004,2,1
265,585,European,1,1,1,246,82.0,30.75,-758,-1,0
266,585,teammates,1,1,2,591,295.5,65.66666666666667,345,1,0
267,585,like,1,0,0,0,0.0,0.0,-591,-2,-1
268,585,Novak,1,0,0,0,0.0,0.0,0,0,0
269,585,Djokovic,1,0,0,0,0.0,0.0,0,0,0
270,585,and,1,0,0,0,0.0,0.0,0,0,0
271,585,Andy,1,0,0,0,0.0,0.0,0,0,0
272,585,Murray,1,0,0,0,0.0,0.0,0,0,0
273,585,And,1,0,0,0,0.0,0.0,0,0,0
274,585,both,1,1,2,1011,1011.0,252.75,1011,2,1
275,585,he,1,0,0,0,0.0,0.0,-1011,-2,-1
276,585,and,1,1,2,471,471.0,157.0,471,2,1
277,585,Nadal,1,0,0,0,0.0,0.0,-471,-2,-1
278,585,were,1,1,2,451,451.0,112.75,451,2,1
279,585,in,1,0,0,0,0.0,0.0,-451,-2,-1
280,585,tears,1,0,0,0,0.0,0.0,0,0,0
281,585,as,1,2,2,434,434.0,217.0,434,2,2
282,585,they,1,2,2,418,418.0,104.5,-16,0,0
283,585,watched,1,1,2,889,889.0,127.0,471,0,-1
284,585,a,1,0,0,0,0.0,0.0,-889,-2,-1
285,585,tribute,1,0,0,0,0.0,0.0,0,0,0
286,585,video,1,1,2,610,610.0,122.0,610,2,1
287,585,on,1,1,1,339,339.0,169.5,-271,-1,0
288,585,the,1,0,0,0,0.0,0.0,-339,-1,-1
289,585,big,1,1,1,445,445.0,148.33333333333334,445,1,1
290,585,screen,1,0,0,0,0.0,0.0,-445,-1,-1
291,585,More,1,0,0,0,0.0,0.0,0,0,0
292,585,tears,1,0,0,0,0.0,0.0,0,0,0
293,585,followed,1,0,0,0,0.0,0.0,0,0,0
294,585,as,1,0,0,0,0.0,0.0,0,0,0
295,585,Jim,1,0,0,0,0.0,0.0,0,0,0
296,585,Courier,1,1,1,220,110.0,31.428571428571427,220,1,1
297,585,asked,1,1,1,384,384.0,76.8,164,0,0
298,585,Federer,1,1,1,312,104.0,44.57142857142857,-72,0,0
299,585,about,1,1,1,205,205.0,41.0,-107,0,0
300,585,the,1,0,0,0,0.0,0.0,-205,-1,-1
301,585,decades,1,0,0,0,0.0,0.0,0,0,0
302,585,of,1,0,0,0,0.0,0.0,0,0,0
303,585,support,1,0,0,0,0.0,0.0,0,0,0
304,585,from,1,0,0,0,0.0,0.0,0,0,0
305,585,his,1,1,1,269,269.0,89.66666666666667,269,1,1
306,585,family,1,1,1,1185,395.0,197.5,916,0,0
307,585,His,1,0,0,0,0.0,0.0,-1185,-1,-1
308,585,parents,1,0,0,0,0.0,0.0,0,0,0
309,585,wife,1,0,0,0,0.0,0.0,0,0,0
310,585,and,1,0,0,0,0.0,0.0,0,0,0
311,585,both,1,0,0,0,0.0,0.0,0,0,0
312,585,sets,1,0,0,0,0.0,0.0,0,0,0
313,585,of,1,0,0,0,0.0,0.0,0,0,0
314,585,twins,1,0,0,0,0.0,0.0,0,0,0
315,585,were,1,0,0,0,0.0,0.0,0,0,0
316,585,present,1,0,0,0,0.0,0.0,0,0,0
317,585,in,1,0,0,0,0.0,0.0,0,0,0
318,585,the,1,0,0,0,0.0,0.0,0,0,0
319,585,city,1,0,0,0,0.0,0.0,0,0,0
320,585,which,1,0,0,0,0.0,0.0,0,0,0
321,585,has,1,0,0,0,0.0,0.0,0,0,0
322,585,witnessed,1,0,0,0,0.0,0.0,0,0,0
323,585,so,1,0,0,0,0.0,0.0,0,0,0
324,585,much,1,0,0,0,0.0,0.0,0,0,0
325,585,of,1,0,0,0,0.0,0.0,0,0,0
326,585,his,1,0,0,0,0.0,0.0,0,0,0
327,585,success,1,0,0,0,0.0,0.0,0,0,0
328,585,Live,1,0,0,0,0.0,0.0,0,0,0
329,585,from,1,0,0,0,0.0,0.0,0,0,0
330,585,London,1,0,0,0,0.0,0.0,0,0,0
1315,630,As,1,0,0,0,0.0,0.0,0,0,0
1316,630,he,1,0,0,0,0.0,0.0,0,0,0
1317,630,was,1,0,0,0,0.0,0.0,0,0,0
1318,630,the,1,0,0,0,0.0,0.0,0,0,0
1319,630,first,1,0,0,0,0.0,0.0,0,0,0
1320,630,to,1,0,0,0,0.0,0.0,0,0,0
1321,630,theorize,1,1,2,564,188.0,70.5,564,2,1
1322,630,in,1,0,0,0,0.0,0.0,-564,-2,-1
1323,630,a,1,0,0,0,0.0,0.0,0,0,0
1324,630,systematic,1,1,1,594,148.5,59.4,594,1,1
1325,630,way,1,1,2,488,488.0,162.66666666666666,-106,1,0
1326,630,about,1,0,0,0,0.0,0.0,-488,-2,-1
1327,630,so,1,1,1,460,460.0,230.0,460,1,1
1328,630,many,1,1,1,230,230.0,57.5,-230,0,0
1329,630,other,1,1,1,223,111.5,44.6,-7,0,0
1330,630,things,1,1,1,211,211.0,35.166666666666664,-12,0,0
1331,630,so,1,1,2,1097,1097.0,548.5,886,1,0
1332,630,Aristotle,1,1,1,479,159.66666666666666,53.22222222222222,-618,-1,0
1333,630,was,1,1,1,530,530.0,176.66666666666666,51,0,0
1334,630,the,1,1,1,365,365.0,121.66666666666669,-165,0,0
1335,630,first,1,0,0,0,0.0,0.0,-365,-1,-1
1336,630,thinker,1,1,1,278,278.0,39.71428571428572,278,1,1
1337,630,to,1,1,1,1061,1061.0,530.5,783,0,0
1338,630,theorize,1,1,2,553,184.33333333333331,69.125,-508,1,0
1339,630,in,1,0,0,0,0.0,0.0,-553,-2,-1
1340,630,a,1,0,0,0,0.0,0.0,0,0,0
1341,630,systematic,1,1,2,1058,264.5,105.8,1058,2,1
1342,630,way,1,1,1,218,218.0,72.66666666666667,-840,-1,0
1343,630,about,1,1,1,499,499.0,99.8,281,0,0
1344,630,meaning,1,1,1,716,358.0,102.28571428571428,217,0,0
1345,630,and,1,1,1,217,217.0,72.33333333333333,-499,0,0
1346,630,reference,1,1,1,212,70.66666666666667,23.55555555555556,-5,0,0
1347,630,In,1,1,1,303,303.0,151.5,91,0,0
1348,630,De,1,0,0,0,0.0,0.0,-303,-1,-1
1349,630,interpretatione,1,1,2,568,113.6,37.86666666666667,568,2,1
1350,630,he,1,1,1,243,243.0,121.5,-325,-1,0
1351,630,laid,1,1,1,986,986.0,246.5,743,0,0
1352,630,out,1,0,0,0,0.0,0.0,-986,-1,-1
1353,630,a,1,1,1,227,227.0,227.0,227,1,1
1354,630,scheme,1,1,1,291,291.0,48.5,64,0,0
1355,630,which,1,2,4,1927,1927.0,385.4,1636,3,1
1356,630,has,1,1,1,406,406.0,135.33333333333334,-1521,-3,-1
1357,630,proved,1,2,2,592,592.0,98.66666666666669,186,1,1
1358,630,remarkably,1,2,3,1089,363.0,108.9,497,1,0
1359,630,robust,1,2,4,1452,726.0,242.0,363,1,0
1360,630,According,1,2,3,989,329.6666666666667,109.88888888888889,-463,-1,0
1361,630,to,1,0,0,0,0.0,0.0,-989,-3,-2
1362,630,this,1,1,1,225,225.0,56.25,225,1,1
1363,630,scheme,1,1,1,511,511.0,85.16666666666667,286,0,0
1364,630,when,1,1,1,210,210.0,52.5,-301,0,0
1365,630,we,1,2,3,974,974.0,487.0,764,2,1
1366,630,understand,1,1,2,847,282.3333333333333,84.7,-127,-1,-1
1367,630,a,1,0,0,0,0.0,0.0,-847,-2,-1
1368,630,word,1,3,3,813,813.0,203.25,813,3,3
1369,630,or,1,2,2,1094,1094.0,547.0,281,-1,-1
1370,630,any,1,0,0,0,0.0,0.0,-1094,-2,-2
1371,630,other,1,1,1,474,237.0,94.8,474,1,1
1372,630,“sign”,1,1,1,438,438.0,73.0,-36,0,0
1373,630,we,1,1,1,261,261.0,130.5,-177,0,0
1374,630,associate,1,0,0,0,0.0,0.0,-261,-1,-1
1375,630,that,1,1,2,907,907.0,226.75,907,2,1
1376,630,word,1,0,0,0,0.0,0.0,-907,-2,-1
1377,630,with,1,1,1,268,268.0,67.0,268,1,1
1378,630,a,1,1,1,219,219.0,219.0,-49,0,0
1379,630,“concept”,1,2,2,484,242.0,53.77777777777778,265,1,1
1380,630,This,1,2,2,749,749.0,187.25,265,0,0
1381,630,concept,1,1,3,856,428.0,122.28571428571428,107,1,-1
1382,630,determines,1,1,2,505,168.33333333333334,50.5,-351,-1,0
1383,630,what,1,1,2,661,661.0,165.25,156,0,0
1384,630,the,1,1,1,664,664.0,221.33333333333331,3,-1,0
1385,630,word,1,1,1,811,811.0,202.75,147,0,0
1386,630,refers,1,1,1,367,367.0,61.16666666666666,-444,0,0
1387,630,to,1,0,0,0,0.0,0.0,-367,-1,-1
1388,630,Two,1,1,1,432,432.0,144.0,432,1,1
1389,630,millennia,1,1,2,998,332.6666666666667,110.88888888888889,566,1,0
1390,630,later,1,1,1,308,154.0,61.6,-690,-1,0
1391,630,one,1,1,1,349,349.0,116.33333333333331,41,0,0
1392,630,can,1,1,1,344,344.0,114.66666666666669,-5,0,0
1393,630,find,1,1,1,528,528.0,132.0,184,0,0
1394,630,the,1,1,1,451,451.0,150.33333333333334,-77,0,0
1395,630,same,1,1,1,472,472.0,118.0,21,0,0
1396,630,theory,1,2,3,1412,470.6666666666667,235.33333333333331,940,2,1
1397,630,in,1,0,0,0,0.0,0.0,-1412,-3,-2
1398,630,John,1,1,1,367,367.0,91.75,367,1,1
1399,630,Stuart,1,1,1,284,142.0,47.333333333333336,-83,0,0
1400,630,Mill’s,1,1,2,692,692.0,115.33333333333331,408,1,0
1401,630,Logic,1,1,2,790,395.0,158.0,98,0,0
1402,630,and,1,0,0,0,0.0,0.0,-790,-2,-1
1403,630,in,1,1,2,799,799.0,399.5,799,2,1
1404,630,the,1,0,0,0,0.0,0.0,-799,-2,-1
1405,630,present,1,1,1,217,217.0,31.0,217,1,1
1406,630,century,1,1,1,1263,421.0,180.42857142857144,1046,0,0
1407,630,one,1,1,1,236,236.0,78.66666666666667,-1027,0,0
1408,630,finds,1,1,1,216,216.0,43.2,-20,0,0
1409,630,variants,1,1,1,839,419.5,104.875,623,0,0
1410,630,of,1,1,1,232,232.0,116.0,-607,0,0
1411,630,this,1,2,2,485,485.0,121.25,253,1,1
1412,630,picture,1,1,1,356,178.0,50.85714285714285,-129,-1,-1
1413,630,in,1,0,0,0,0.0,0.0,-356,-1,-1
1414,630,the,1,1,1,236,236.0,78.66666666666667,236,1,1
1415,630,writings,1,1,1,887,443.5,110.875,651,0,0
1416,630,of,1,1,1,514,514.0,257.0,-373,0,0
1417,630,Bertrand,1,1,1,235,235.0,29.375,-279,0,0
1418,630,Russell,1,1,1,253,126.5,36.142857142857146,18,0,0
1419,630,Gottlob,1,1,2,744,248.0,106.28571428571428,491,1,0
1420,630,Frege,1,1,1,582,582.0,116.4,-162,-1,0
1421,630,Rudolf,1,0,0,0,0.0,0.0,-582,-1,-1
1422,630,Carnap,1,0,0,0,0.0,0.0,0,0,0
1423,630,and,1,1,1,208,208.0,69.33333333333333,208,1,1
1424,630,many,1,1,1,232,232.0,58.0,24,0,0
1425,630,other,1,1,1,534,267.0,106.8,302,0,0
1426,630,important,1,2,2,576,192.0,64.0,42,1,1
1427,630,philosophers,1,2,3,1613,806.5,134.41666666666666,1037,1,0
1428,630,Something,1,1,3,1224,612.0,136.0,-389,0,-1
