,exp_id,word,word_understand,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
2706,903,again,1,1,1,307,307.0,61.4,-105,0,0
2707,903,Tuesday,1,1,1,646,323.0,92.28571428571428,339,0,0
2708,903,but,1,0,0,0,0.0,0.0,-646,-1,-1
2709,903,instead,1,0,0,0,0.0,0.0,0,0,0
2710,903,of,1,1,1,228,228.0,114.0,228,1,1
2711,903,providing,1,2,3,1486,495.3333333333333,165.11111111111111,1258,2,1
2712,903,a,1,0,0,0,0.0,0.0,-1486,-3,-2
2713,903,badly,1,0,0,0,0.0,0.0,0,0,0
2714,903,needed,1,2,2,642,321.0,107.0,642,2,2
2715,903,resolution,1,1,1,221,55.25,22.1,-421,-1,-1
2716,903,it,1,0,0,0,0.0,0.0,-221,-1,-1
2717,903,only,1,0,0,0,0.0,0.0,0,0,0
2718,903,prolonged,0,2,4,1379,689.5,153.22222222222223,1379,4,2
2719,903,the,1,2,2,1004,1004.0,334.6666666666667,-375,-2,0
2720,903,fight,1,1,1,213,213.0,42.6,-791,-1,-1
2721,903,At,1,0,0,0,0.0,0.0,-213,-1,-1
2722,903,issue,1,1,2,789,394.5,157.8,789,2,1
2723,903,before,1,1,1,241,120.5,40.16666666666666,-548,-1,0
2724,903,the,1,3,3,734,734.0,244.66666666666663,493,2,2
2725,903,United,1,3,4,1525,762.5,254.16666666666663,791,1,0
2726,903,States,1,0,0,0,0.0,0.0,-1525,-4,-3
2727,903,Court,1,2,2,530,530.0,106.0,530,2,2
2728,903,of,1,0,0,0,0.0,0.0,-530,-2,-2
2729,903,Appeals,1,1,2,1064,532.0,152.0,1064,2,1
2730,903,for,1,0,0,0,0.0,0.0,-1064,-2,-1
2731,903,the,1,0,0,0,0.0,0.0,0,0,0
2732,903,District,1,0,0,0,0.0,0.0,0,0,0
2733,903,of,1,0,0,0,0.0,0.0,0,0,0
2734,903,Columbia,1,1,1,484,161.33333333333334,60.5,484,1,1
2735,903,Circuit,1,0,0,0,0.0,0.0,-484,-1,-1
2736,903,was,1,1,1,299,299.0,99.66666666666669,299,1,1
2737,903,the,1,1,1,508,508.0,169.33333333333334,209,0,0
2738,903,latest,1,0,0,0,0.0,0.0,-508,-1,-1
2739,903,take,1,0,0,0,0.0,0.0,0,0,0
2740,903,of,1,0,0,0,0.0,0.0,0,0,0
2741,903,the,1,1,1,217,217.0,72.33333333333333,217,1,1
2742,903,Federal,1,1,2,414,138.0,59.142857142857146,197,1,0
2743,903,Communications,1,1,1,226,45.2,16.142857142857142,-188,-1,0
2744,903,Commission,1,1,1,230,76.66666666666667,23.0,4,0,0
2745,903,(FCC),1,0,0,0,0.0,0.0,-230,-1,-1
2746,903,on,1,0,0,0,0.0,0.0,0,0,0
2747,903,net,1,1,2,720,720.0,240.0,720,2,1
2748,903,neutrality,1,1,3,2073,518.25,207.3,1353,1,0
2749,903,adopted,1,1,1,228,114.0,32.57142857142857,-1845,-2,0
2750,903,on,1,1,1,382,382.0,191.0,154,0,0
2751,903,a,1,0,0,0,0.0,0.0,-382,-1,-1
2752,903,party-line,1,0,0,0,0.0,0.0,0,0,0
2753,903,vote,1,1,1,429,429.0,107.25,429,1,1
2754,903,in,1,1,1,218,218.0,109.0,-211,0,0
2755,903,2017,1,2,2,482,482.0,120.5,264,1,1
2756,903,The,1,0,0,0,0.0,0.0,-482,-2,-2
2757,903,Republican-penned,1,1,1,379,75.8,22.294117647058822,379,1,1
2758,903,order,1,1,1,641,320.5,128.2,262,0,0
2759,903,not,1,1,1,522,522.0,174.0,-119,0,0
2760,903,only,1,1,1,307,153.5,76.75,-215,0,0
2761,903,eliminated,1,1,1,382,95.5,38.2,75,0,0
2762,903,the,1,0,0,0,0.0,0.0,-382,-1,-1
2763,903,strict,1,1,2,487,487.0,81.16666666666667,487,2,1
2764,903,net,1,0,0,0,0.0,0.0,-487,-2,-1
2765,903,neutrality,1,1,2,575,143.75,57.5,575,2,1
2766,903,rules,1,0,0,0,0.0,0.0,-575,-2,-1
2767,903,the,1,1,1,203,203.0,67.66666666666667,203,1,1
2768,903,FCC,1,1,1,479,479.0,159.66666666666666,276,0,0
2769,903,had,1,0,0,0,0.0,0.0,-479,-1,-1
2770,903,adopted,1,1,1,203,101.5,29.0,203,1,1
2771,903,when,1,1,1,437,437.0,109.25,234,0,0
2772,903,it,1,0,0,0,0.0,0.0,-437,-1,-1
2773,903,had,1,0,0,0,0.0,0.0,0,0,0
2774,903,a,1,0,0,0,0.0,0.0,0,0,0
2775,903,Democratic,1,1,2,486,162.0,48.6,486,2,1
2776,903,majority,1,0,0,0,0.0,0.0,-486,-2,-1
2777,903,in,1,0,0,0,0.0,0.0,0,0,0
2778,903,2015,1,0,0,0,0.0,0.0,0,0,0
2779,903,but,1,1,1,545,545.0,181.66666666666663,545,1,1
2780,903,rejected,1,1,1,210,70.0,26.25,-335,0,0
2781,903,the,1,0,0,0,0.0,0.0,-210,-1,-1
2782,903,commission’s,1,1,2,598,199.33333333333331,49.833333333333336,598,2,1
2783,903,authority,1,0,0,0,0.0,0.0,-598,-2,-1
2784,903,to,1,0,0,0,0.0,0.0,0,0,0
2785,903,require,1,0,0,0,0.0,0.0,0,0,0
2786,903,broadband,1,1,1,345,172.5,38.333333333333336,345,1,1
2787,903,providers,1,0,0,0,0.0,0.0,-345,-1,-1
2788,903,to,1,0,0,0,0.0,0.0,0,0,0
2789,903,do,1,1,2,712,712.0,356.0,712,2,1
2790,903,much,1,0,0,0,0.0,0.0,-712,-2,-1
2791,903,of,1,0,0,0,0.0,0.0,0,0,0
2792,903,anything,1,0,0,0,0.0,0.0,0,0,0
2793,903,The,1,0,0,0,0.0,0.0,0,0,0
2794,903,order,1,0,0,0,0.0,0.0,0,0,0
2795,903,also,1,1,2,624,312.0,156.0,624,2,1
2796,903,declared,1,0,0,0,0.0,0.0,-624,-2,-1
2797,903,that,1,0,0,0,0.0,0.0,0,0,0
2798,903,state,1,1,1,340,340.0,68.0,340,1,1
2799,903,and,1,1,1,283,283.0,94.33333333333331,-57,0,0
2800,903,local,1,1,1,313,156.5,62.6,30,0,0
2801,903,governments,1,0,0,0,0.0,0.0,-313,-1,-1
2802,903,couldn’t,1,1,1,222,111.0,27.75,222,1,1
2803,903,regulate,1,1,2,546,182.0,68.25,324,1,0
2804,903,broadband,1,1,1,221,110.5,24.55555555555556,-325,-1,0
2805,903,providers,1,1,2,452,452.0,50.22222222222222,231,1,0
2806,903,either,1,0,0,0,0.0,0.0,-452,-2,-1
2807,903,The,1,1,1,207,207.0,69.0,207,1,1
2808,903,commission,1,1,1,253,84.33333333333333,25.3,46,0,0
2809,903,argued,1,2,2,438,219.0,73.0,185,1,1
2810,903,that,1,1,1,332,332.0,83.0,-106,-1,-1
2811,903,other,1,0,0,0,0.0,0.0,-332,-1,-1
2812,903,agencies,1,2,2,661,330.5,82.625,661,2,2
2813,903,would,1,1,1,499,499.0,99.8,-162,-1,-1
2814,903,protect,1,0,0,0,0.0,0.0,-499,-1,-1
2815,903,against,1,2,3,996,996.0,142.28571428571428,996,3,2
2816,903,anti-competitive,1,2,4,1512,252.0,94.5,516,1,0
2817,903,behavior,1,0,0,0,0.0,0.0,-1512,-4,-2
2818,903,such,1,0,0,0,0.0,0.0,0,0,0
2819,903,as,1,0,0,0,0.0,0.0,0,0,0
2820,903,a,1,1,1,283,283.0,283.0,283,1,1
2821,903,broadband-providing,1,3,10,2786,557.2,146.6315789473684,2503,9,2
2822,903,conglomerate,0,2,8,3441,860.25,286.75,655,-2,-1
2823,903,like,1,1,1,218,218.0,54.5,-3223,-7,-1
2824,903,favoring,1,0,0,0,0.0,0.0,-218,-1,-1
2825,903,its,1,1,1,334,334.0,111.33333333333331,334,1,1
2826,903,own,1,0,0,0,0.0,0.0,-334,-1,-1
2827,903,video-streaming,1,1,2,785,392.5,52.333333333333336,785,2,1
2828,903,service,1,0,0,0,0.0,0.0,-785,-2,-1
2829,903,at,1,0,0,0,0.0,0.0,0,0,0
2830,903,the,1,1,1,372,372.0,124.0,372,1,1
2831,903,expense,1,1,1,235,117.5,33.57142857142857,-137,0,0
2832,903,of,1,1,1,217,217.0,108.5,-18,0,0
2833,903,Netflix,1,1,1,378,189.0,54.0,161,0,0
2834,903,and,1,0,0,0,0.0,0.0,-378,-1,-1
2835,903,Apple,1,1,2,601,300.5,120.2,601,2,1
2836,903,TV,1,0,0,0,0.0,0.0,-601,-2,-1
2837,903,Yet,1,0,0,0,0.0,0.0,0,0,0
2838,903,the,1,0,0,0,0.0,0.0,0,0,0
2839,903,FCC,1,0,0,0,0.0,0.0,0,0,0
2840,903,also,1,0,0,0,0.0,0.0,0,0,0
2841,903,ended,1,0,0,0,0.0,0.0,0,0,0
2842,903,the,1,0,0,0,0.0,0.0,0,0,0
2843,903,investigations,1,1,2,652,130.4,46.57142857142857,652,2,1
2844,903,of,1,0,0,0,0.0,0.0,-652,-2,-1
2845,903,broadband,1,1,2,706,353.0,78.44444444444444,706,2,1
2846,903,providers,1,0,0,0,0.0,0.0,-706,-2,-1
2847,903,that,1,0,0,0,0.0,0.0,0,0,0
2848,903,imposed,1,1,1,201,100.5,28.714285714285715,201,1,1
2849,903,data,1,0,0,0,0.0,0.0,-201,-1,-1
2850,903,caps,0,1,1,793,793.0,198.25,793,1,1
2851,903,on,1,1,1,599,599.0,299.5,-194,0,0
2852,903,their,1,2,2,439,439.0,87.8,-160,1,1
2853,903,rivals’,1,1,1,316,158.0,45.142857142857146,-123,-1,-1
2854,903,streaming,1,1,1,308,154.0,34.22222222222222,-8,0,0
2855,903,services,1,0,0,0,0.0,0.0,-308,-1,-1
2856,903,but,1,0,0,0,0.0,0.0,0,0,0
2857,903,not,1,0,0,0,0.0,0.0,0,0,0
2858,903,their,1,0,0,0,0.0,0.0,0,0,0
2859,903,own,1,1,1,266,266.0,88.66666666666667,266,1,1
2860,903,On,1,1,1,365,365.0,182.5,99,0,0
2861,903,Tuesday,1,0,0,0,0.0,0.0,-365,-1,-1
2862,903,the,1,0,0,0,0.0,0.0,0,0,0
2863,903,appeals,1,2,2,562,281.0,80.28571428571429,562,2,2
2864,903,court,1,2,2,589,589.0,117.8,27,0,0
2865,903,unanimously,0,1,4,1711,427.75,155.54545454545453,1122,2,-1
2866,903,upheld,0,1,1,397,198.5,66.16666666666667,-1314,-3,0
2867,903,the,1,1,1,254,254.0,84.66666666666667,-143,0,0
2868,903,2017,1,0,0,0,0.0,0.0,-254,-1,-1
2869,903,order,1,1,1,214,107.0,42.8,214,1,1
2870,903,deregulating,0,1,4,1795,448.75,149.58333333333334,1581,3,0
2871,903,broadband,1,0,0,0,0.0,0.0,-1795,-4,-1
2872,903,providers,1,1,1,221,221.0,24.55555555555556,221,1,1
2873,903,citing,1,1,1,396,198.0,66.0,175,0,0
2874,903,a,1,0,0,0,0.0,0.0,-396,-1,-1
2875,903,Supreme,1,1,1,208,208.0,29.714285714285715,208,1,1
2876,903,Court,1,1,2,430,430.0,86.0,222,1,0
2877,903,ruling,1,1,1,335,167.5,55.833333333333336,-95,-1,0
2878,903,from,1,0,0,0,0.0,0.0,-335,-1,-1
2879,903,2005,1,0,0,0,0.0,0.0,0,0,0
2880,903,that,1,1,1,221,221.0,55.25,221,1,1
2881,903,upheld,1,2,2,752,376.0,125.33333333333331,531,1,1
2882,903,a,1,0,0,0,0.0,0.0,-752,-2,-2
2883,903,similarly,1,1,1,227,56.75,25.22222222222222,227,1,1
2884,903,deregulatory,0,1,1,214,42.8,17.833333333333332,-13,0,0
2885,903,move,1,1,1,224,224.0,56.0,10,0,0
2886,903,But,1,0,0,0,0.0,0.0,-224,-1,-1
2887,903,Judge,1,2,3,636,636.0,127.2,636,3,2
2888,903,Patricia,1,1,1,352,117.33333333333331,44.0,-284,-2,-1
2889,903,Millett,1,0,0,0,0.0,0.0,-352,-1,-1
2890,903,rightly,1,0,0,0,0.0,0.0,0,0,0
2891,903,argued,1,0,0,0,0.0,0.0,0,0,0
2892,903,in,1,0,0,0,0.0,0.0,0,0,0
2893,903,a,1,0,0,0,0.0,0.0,0,0,0
2894,903,concurring,0,2,3,1648,549.3333333333334,164.8,1648,3,2
2895,903,opinion,1,2,2,745,372.5,106.42857142857144,-903,-1,0
2896,903,that,1,0,0,0,0.0,0.0,-745,-2,-2
2897,903,the,1,0,0,0,0.0,0.0,0,0,0
2898,903,result,1,1,1,286,143.0,47.66666666666666,286,1,1
2899,903,is,1,1,1,253,253.0,126.5,-33,0,0
2900,903,unhinged,0,3,3,888,444.0,111.0,635,2,2
2901,903,from,1,1,1,488,488.0,122.0,-400,-2,-2
2902,903,the,1,0,0,0,0.0,0.0,-488,-1,-1
2903,903,realities,1,2,3,1124,281.0,124.88888888888889,1124,3,2
2904,903,of,1,2,2,816,816.0,408.0,-308,-1,0
2905,903,modem,1,1,2,813,406.5,162.6,-3,0,-1
2906,903,broadband,1,2,3,718,359.0,79.77777777777777,-95,1,1
2907,903,service,1,0,0,0,0.0,0.0,-718,-3,-2
2908,903,and,1,2,2,635,635.0,211.66666666666663,635,2,2
2909,903,said,1,2,2,758,758.0,189.5,123,0,0
2910,903,Congress,1,3,6,2020,1010.0,252.5,1262,4,1
2911,903,or,1,1,1,221,221.0,110.5,-1799,-5,-2
2912,903,the,1,1,1,216,216.0,72.0,-5,0,0
2913,903,Supreme,1,1,1,258,258.0,36.85714285714285,42,0,0
2914,903,Court,1,0,0,0,0.0,0.0,-258,-1,-1
2915,903,could,1,1,1,205,205.0,41.0,205,1,1
2916,903,intervene,1,2,3,672,224.0,74.66666666666667,467,2,1
2917,903,to,1,2,2,523,523.0,261.5,-149,-1,0
2918,903,avoid,1,0,0,0,0.0,0.0,-523,-2,-2
2919,903,trapping,1,2,2,807,403.5,100.875,807,2,2
2920,903,Internet,1,1,2,507,169.0,63.375,-300,0,-1
2921,903,regulation,1,1,1,217,54.25,21.7,-290,-1,0
2922,903,in,1,0,0,0,0.0,0.0,-217,-1,-1
2923,903,technological,1,2,2,479,95.8,36.84615384615385,479,2,2
2924,903,anachronism,0,2,5,1379,689.5,125.36363636363636,900,3,0
2925,903,In,1,0,0,0,0.0,0.0,-1379,-5,-2
2926,903,the,1,1,1,319,319.0,106.33333333333331,319,1,1
2927,903,meantime,1,0,0,0,0.0,0.0,-319,-1,-1
2928,903,the,1,1,1,201,201.0,67.0,201,1,1
2929,903,court,1,0,0,0,0.0,0.0,-201,-1,-1
2930,903,threw,1,1,1,208,208.0,41.6,208,1,1
2931,903,out,1,0,0,0,0.0,0.0,-208,-1,-1
2932,903,the,1,1,1,436,436.0,145.33333333333334,436,1,1
2933,903,FCC’s,1,1,2,1269,1269.0,253.8,833,1,0
2934,903,attempt,1,0,0,0,0.0,0.0,-1269,-2,-1
2935,903,to,1,1,1,201,201.0,100.5,201,1,1
2936,903,block,1,0,0,0,0.0,0.0,-201,-1,-1
2937,903,all,1,1,1,228,228.0,76.0,228,1,1
2938,903,state,1,1,1,202,202.0,40.4,-26,0,0
2939,903,rules,1,0,0,0,0.0,0.0,-202,-1,-1
2940,903,on,1,1,1,754,754.0,377.0,754,1,1
2941,903,net,1,0,0,0,0.0,0.0,-754,-1,-1
2942,903,neutrality,1,1,2,556,139.0,55.6,556,2,1
2943,903,while,1,0,0,0,0.0,0.0,-556,-2,-1
2944,903,preserving,1,1,3,715,238.33333333333331,71.5,715,3,1
2945,903,the,1,0,0,0,0.0,0.0,-715,-3,-1
2946,903,commission’s,1,1,2,690,230.0,57.5,690,2,1
2947,903,power,1,0,0,0,0.0,0.0,-690,-2,-1
2948,903,to,1,0,0,0,0.0,0.0,0,0,0
2949,903,preempt,1,0,0,0,0.0,0.0,0,0,0
2950,903,individual,1,1,3,764,152.8,76.4,764,3,1
2951,903,state,1,0,0,0,0.0,0.0,-764,-3,-1
2952,903,laws,1,0,0,0,0.0,0.0,0,0,0
2953,903,that,1,0,0,0,0.0,0.0,0,0,0
2954,903,undermine,1,1,2,647,215.66666666666663,71.88888888888889,647,2,1
2955,903,its,1,0,0,0,0.0,0.0,-647,-2,-1
2956,903,order,1,0,0,0,0.0,0.0,0,0,0
2957,903,That,1,1,1,1089,1089.0,272.25,1089,1,1
2958,903,means,1,1,1,389,389.0,77.8,-700,0,0
2959,903,more,1,0,0,0,0.0,0.0,-389,-1,-1
2960,903,battles,1,2,2,705,352.5,100.71428571428572,705,2,2
2961,903,like,1,0,0,0,0.0,0.0,-705,-2,-2
2962,903,the,1,0,0,0,0.0,0.0,0,0,0
2963,903,one,1,2,2,411,411.0,137.0,411,2,2
2964,903,now,1,1,1,583,583.0,194.33333333333331,172,-1,-1
2965,903,going,1,1,1,366,183.0,73.2,-217,0,0
2966,903,on,1,1,1,200,200.0,100.0,-166,0,0
2967,903,between,1,2,2,545,272.5,77.85714285714286,345,1,1
2968,903,the,1,2,2,871,871.0,290.3333333333333,326,0,0
2969,903,Justice,1,2,2,843,421.5,120.42857142857144,-28,0,0
2970,903,Department,1,0,0,0,0.0,0.0,-843,-2,-2
2971,903,and,1,0,0,0,0.0,0.0,0,0,0
2972,903,California,1,0,0,0,0.0,0.0,0,0,0
2973,903,which,1,1,2,803,803.0,160.6,803,2,1
2974,903,enacted,0,0,0,0,0.0,0.0,-803,-2,-1
2975,903,a,1,0,0,0,0.0,0.0,0,0,0
2976,903,tough,1,1,2,434,434.0,86.8,434,2,1
2977,903,net,1,0,0,0,0.0,0.0,-434,-2,-1
2978,903,neutrality,1,1,1,422,105.5,42.2,422,1,1
2979,903,law,1,1,1,576,576.0,192.0,154,0,0
2980,903,in,1,0,0,0,0.0,0.0,-576,-1,-1
2981,903,the,1,1,1,215,215.0,71.66666666666667,215,1,1
2982,903,wake,1,0,0,0,0.0,0.0,-215,-1,-1
2983,903,of,1,0,0,0,0.0,0.0,0,0,0
2984,903,the,1,0,0,0,0.0,0.0,0,0,0
2985,903,FCC’s,1,0,0,0,0.0,0.0,0,0,0
2986,903,abdication,0,1,3,1303,325.75,130.3,1303,3,1
2987,903,The,1,1,1,250,250.0,83.33333333333333,-1053,-2,0
2988,903,endless,1,2,4,1524,762.0,217.7142857142857,1274,3,1
2989,903,legal,1,0,0,0,0.0,0.0,-1524,-4,-2
2990,903,battles,1,1,1,294,147.0,42.0,294,1,1
2991,903,and,1,1,1,217,217.0,72.33333333333333,-77,0,0
2992,903,back-and-forth,1,2,5,1690,845.0,120.71428571428572,1473,4,1
2993,903,at,1,1,1,560,560.0,280.0,-1130,-4,-1
2994,903,the,1,0,0,0,0.0,0.0,-560,-1,-1
2995,903,FCC,1,1,1,230,230.0,76.66666666666667,230,1,1
2996,903,cry,1,1,1,233,233.0,77.66666666666667,3,0,0
2997,903,out,1,0,0,0,0.0,0.0,-233,-1,-1
2998,903,for,1,1,1,288,288.0,96.0,288,1,1
2999,903,Congress,1,2,2,610,305.0,76.25,322,1,1
3000,903,to,1,0,0,0,0.0,0.0,-610,-2,-2
3001,903,act,1,1,1,224,224.0,74.66666666666667,224,1,1
3002,903,It,1,2,2,741,741.0,370.5,517,1,1
3003,903,needs,1,1,2,847,847.0,169.4,106,0,-1
3004,903,to,1,1,1,209,209.0,104.5,-638,-1,0
3005,903,give,1,1,1,226,226.0,56.5,17,0,0
3006,903,the,1,0,0,0,0.0,0.0,-226,-1,-1
3007,903,commission,1,3,5,2302,767.3333333333334,230.2,2302,5,3
3008,903,explicit,1,3,3,677,225.66666666666663,84.625,-1625,-2,0
3009,903,authority,1,1,1,220,55.0,24.444444444444443,-457,-2,-2
3010,903,once,1,2,2,419,419.0,104.75,199,1,1
3011,903,and,1,3,3,880,880.0,293.3333333333333,461,1,1
3012,903,for,1,1,1,314,314.0,104.66666666666669,-566,-2,-2
3013,903,all,1,0,0,0,0.0,0.0,-314,-1,-1
3014,903,to,1,0,0,0,0.0,0.0,0,0,0
3015,903,bar,1,1,1,350,350.0,116.66666666666669,350,1,1
3016,903,broadband,1,2,2,484,242.0,53.77777777777778,134,1,1
3017,903,providers,1,2,2,911,911.0,101.22222222222224,427,0,0
3018,903,from,1,0,0,0,0.0,0.0,-911,-2,-2
3019,903,meddling,0,3,5,2299,1149.5,287.375,2299,5,3
3020,903,in,1,1,1,423,423.0,211.5,-1876,-4,-2
3021,903,the,1,2,2,710,710.0,236.66666666666663,287,1,1
3022,903,traffic,1,1,1,200,100.0,28.571428571428573,-510,-1,-1
3023,903,on,1,0,0,0,0.0,0.0,-200,-1,-1
3024,903,their,1,0,0,0,0.0,0.0,0,0,0
3025,903,network,1,1,1,340,170.0,48.57142857142857,340,1,1
3026,903,and,1,1,1,219,219.0,73.0,-121,0,0
3027,903,to,1,0,0,0,0.0,0.0,-219,-1,-1
3028,903,create,1,1,2,564,282.0,94.0,564,2,1
3029,903,clear,1,0,0,0,0.0,0.0,-564,-2,-1
3030,903,rules,1,1,2,680,680.0,136.0,680,2,1
3031,903,protecting,1,1,1,478,159.33333333333334,47.8,-202,-1,0
3032,903,openness,1,0,0,0,0.0,0.0,-478,-1,-1
3033,903,and,1,0,0,0,0.0,0.0,0,0,0
3034,903,innovation,1,0,0,0,0.0,0.0,0,0,0
3035,903,online,1,1,1,337,168.5,56.16666666666666,337,1,1
3036,904,A,1,1,1,758,758.0,758.0,0,0,0
3037,904,group,1,3,4,1820,1820.0,364.0,1062,3,2
3038,904,of,1,2,2,653,653.0,326.5,-1167,-2,-1
3039,904,Labour,1,1,1,222,222.0,37.0,-431,-1,-1
3040,904,MPs,1,4,4,2133,2133.0,711.0,1911,3,3
3041,904,among,1,3,3,787,787.0,157.4,-1346,-1,-1
3042,904,them,1,2,3,1020,1020.0,255.0,233,0,-1
3043,904,Yvette,1,1,1,282,282.0,47.0,-738,-2,-1
3044,904,Cooper,1,1,1,399,199.5,66.5,117,0,0
3045,904,are,1,1,1,335,335.0,111.66666666666669,-64,0,0
3046,904,bringing,1,1,2,594,297.0,74.25,259,1,0
3047,904,in,1,0,0,0,0.0,0.0,-594,-2,-1
3048,904,the,1,1,1,361,361.0,120.33333333333331,361,1,1
3049,904,new,1,2,2,448,448.0,149.33333333333334,87,1,1
3050,904,year,1,1,1,200,200.0,50.0,-248,-1,-1
3051,904,with,1,2,2,492,492.0,123.0,292,1,1
3052,904,a,1,1,1,559,559.0,559.0,67,-1,-1
3053,904,call,1,1,1,287,287.0,71.75,-272,0,0
3054,904,to,1,0,0,0,0.0,0.0,-287,-1,-1
3055,904,institute,1,0,0,0,0.0,0.0,0,0,0
3056,904,a,1,2,2,978,978.0,978.0,978,2,2
3057,904,UK,1,0,0,0,0.0,0.0,-978,-2,-2
3058,904,“town,1,1,1,587,587.0,117.4,587,1,1
3059,904,of,1,0,0,0,0.0,0.0,-587,-1,-1
3060,904,culture”,1,0,0,0,0.0,0.0,0,0,0
3061,904,award,1,0,0,0,0.0,0.0,0,0,0
3062,904,The,1,1,1,230,230.0,76.66666666666667,230,1,1
3063,904,proposal,1,1,1,288,96.0,36.0,58,0,0
3064,904,is,1,1,1,243,243.0,121.5,-45,0,0
3065,904,that,1,1,1,232,232.0,58.0,-11,0,0
3066,904,it,1,0,0,0,0.0,0.0,-232,-1,-1
3067,904,should,1,1,2,592,592.0,98.66666666666669,592,2,1
3068,904,sit,1,0,0,0,0.0,0.0,-592,-2,-1
3069,904,alongside,1,0,0,0,0.0,0.0,0,0,0
3070,904,the,1,1,1,445,445.0,148.33333333333334,445,1,1
3071,904,existing,1,1,1,445,148.33333333333334,55.625,0,0,0
3072,904,city,1,0,0,0,0.0,0.0,-445,-1,-1
3073,904,of,1,0,0,0,0.0,0.0,0,0,0
3074,904,culture,1,1,2,750,375.0,107.14285714285714,750,2,1
3075,904,title,1,0,0,0,0.0,0.0,-750,-2,-1
3076,904,which,1,0,0,0,0.0,0.0,0,0,0
3077,904,was,1,0,0,0,0.0,0.0,0,0,0
3078,904,held,1,0,0,0,0.0,0.0,0,0,0
3079,904,by,1,0,0,0,0.0,0.0,0,0,0
3080,904,Hull,1,1,1,240,240.0,60.0,240,1,1
3081,904,in,1,0,0,0,0.0,0.0,-240,-1,-1
3082,904,2017,1,2,2,434,434.0,108.5,434,2,2
3083,904,and,1,0,0,0,0.0,0.0,-434,-2,-2
3084,904,has,1,1,1,274,274.0,91.33333333333331,274,1,1
3085,904,been,1,0,0,0,0.0,0.0,-274,-1,-1
3086,904,awarded,1,0,0,0,0.0,0.0,0,0,0
3087,904,to,1,0,0,0,0.0,0.0,0,0,0
3088,904,Coventry,1,1,2,466,233.0,58.25,466,2,1
3089,904,for,1,1,1,255,255.0,85.0,-211,-1,0
3090,904,2021,1,0,0,0,0.0,0.0,-255,-1,-1
3091,904,Cooper,1,1,1,634,317.0,105.66666666666669,634,1,1
3092,904,and,1,1,1,284,284.0,94.66666666666669,-350,0,0
3093,904,her,1,0,0,0,0.0,0.0,-284,-1,-1
3094,904,colleagues,1,1,1,518,259.0,51.8,518,1,1
3095,904,argue,1,1,1,217,108.5,43.4,-301,0,0
3096,904,that,1,1,1,220,220.0,55.0,3,0,0
3097,904,the,1,0,0,0,0.0,0.0,-220,-1,-1
3098,904,success,1,0,0,0,0.0,0.0,0,0,0
3099,904,of,1,1,1,378,378.0,189.0,378,1,1
3100,904,the,1,0,0,0,0.0,0.0,-378,-1,-1
3101,904,crown,1,1,1,250,250.0,50.0,250,1,1
3102,904,for,1,0,0,0,0.0,0.0,-250,-1,-1
3103,904,Hull,1,1,2,681,681.0,170.25,681,2,1
3104,904,where,1,1,1,225,225.0,45.0,-456,-1,0
3105,904,it,1,0,0,0,0.0,0.0,-225,-1,-1
3106,904,brought,1,0,0,0,0.0,0.0,0,0,0
3107,904,in,1,0,0,0,0.0,0.0,0,0,0
3108,904,220,1,1,1,408,408.0,136.0,408,1,1
3109,904,million,1,0,0,0,0.0,0.0,-408,-1,-1
3110,904,pounds,1,0,0,0,0.0,0.0,0,0,0
3111,904,of,1,0,0,0,0.0,0.0,0,0,0
3112,904,investment,1,1,1,373,124.33333333333331,37.3,373,1,1
3113,904,and,1,0,0,0,0.0,0.0,-373,-1,-1
3114,904,an,1,0,0,0,0.0,0.0,0,0,0
3115,904,avalanche,1,1,1,535,535.0,59.44444444444444,535,1,1
3116,904,of,1,1,1,253,253.0,126.5,-282,0,0
3117,904,arts,1,1,1,202,202.0,50.5,-51,0,0
3118,904,ought,1,0,0,0,0.0,0.0,-202,-1,-1
3119,904,not,1,0,0,0,0.0,0.0,0,0,0
3120,904,to,1,1,1,259,259.0,129.5,259,1,1
3121,904,be,1,0,0,0,0.0,0.0,-259,-1,-1
3122,904,confined,0,1,1,538,269.0,67.25,538,1,1
3123,904,to,1,0,0,0,0.0,0.0,-538,-1,-1
3124,904,cities,1,1,2,636,636.0,106.0,636,2,1
3125,904,Britain’s,1,2,2,544,544.0,60.44444444444444,-92,0,1
3126,904,towns,1,1,1,256,256.0,51.2,-288,-1,-1
3127,904,it,1,0,0,0,0.0,0.0,-256,-1,-1
3128,904,is,1,0,0,0,0.0,0.0,0,0,0
3129,904,true,1,0,0,0,0.0,0.0,0,0,0
3130,904,are,1,1,1,350,350.0,116.66666666666669,350,1,1
3131,904,not,1,0,0,0,0.0,0.0,-350,-1,-1
3132,904,prevented,1,1,1,431,143.66666666666666,47.888888888888886,431,1,1
3133,904,from,1,0,0,0,0.0,0.0,-431,-1,-1
3134,904,applying,1,1,2,478,159.33333333333334,59.75,478,2,1
3135,904,but,1,0,0,0,0.0,0.0,-478,-2,-1
3136,904,they,1,0,0,0,0.0,0.0,0,0,0
3137,904,generally,1,1,1,382,95.5,42.44444444444444,382,1,1
3138,904,lack,1,0,0,0,0.0,0.0,-382,-1,-1
