exp_id,article_id,time,page_id,user,sentence_id,word,word_understand,sentence_understand,mind_wandering,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
585,12,0,1226,ys,0,A,1,1,1,0,0,0,0.0,0.0,0,0,0
585,12,0,1226,ys,0,judge,1,1,1,1,3,927,927.0,185.4,927,3,1
585,12,0,1226,ys,0,in,1,1,1,1,1,245,245.0,122.5,-682,-2,0
585,12,0,1226,ys,0,the,1,1,1,0,0,0,0.0,0.0,-245,-1,-1
585,12,0,1226,ys,0,US,1,1,1,1,1,321,321.0,160.5,321,1,1
585,12,0,1226,ys,0,State,1,1,1,1,1,203,203.0,40.6,-118,0,0
585,12,0,1226,ys,0,of,1,1,1,1,1,208,208.0,104.0,5,0,0
585,12,0,1226,ys,0,Arizona,1,1,1,1,2,575,287.5,82.14285714285714,367,1,0
585,12,0,1226,ys,0,has,1,1,1,0,0,0,0.0,0.0,-575,-2,-1
585,12,0,1226,ys,0,ruled,1,1,1,1,1,332,332.0,66.4,332,1,1
585,12,0,1226,ys,0,that,1,1,1,1,1,375,375.0,93.75,43,0,0
585,12,0,1226,ys,0,a,1,1,1,0,0,0,0.0,0.0,-375,-1,-1
585,12,0,1226,ys,0,1901,1,1,1,0,0,0,0.0,0.0,0,0,0
585,12,0,1226,ys,0,ban,1,1,1,1,1,440,440.0,146.66666666666666,440,1,1
585,12,0,1226,ys,0,on,1,1,1,2,2,1252,1252.0,626.0,812,1,1
585,12,0,1226,ys,0,nearly,1,1,1,1,1,207,103.5,34.5,-1045,-1,-1
585,12,0,1226,ys,0,all,1,1,1,0,0,0,0.0,0.0,-207,-1,-1
585,12,0,1226,ys,0,abortions,0,1,1,1,3,1336,668.0,148.44444444444446,1336,3,1
585,12,0,1226,ys,0,can,1,1,1,0,0,0,0.0,0.0,-1336,-3,-1
585,12,0,1226,ys,0,now,1,1,1,1,2,591,591.0,197.0,591,2,1
585,12,0,1226,ys,0,be,1,1,1,1,3,854,854.0,427.0,263,1,0
585,12,0,1226,ys,0,reintroduced,1,1,1,2,2,1160,386.6666666666667,96.66666666666667,306,-1,1
585,12,0,1226,ys,1,Only,1,1,1,1,4,1508,754.0,377.0,348,2,-1
585,12,0,1226,ys,1,terminations,1,1,1,1,1,272,68.0,22.666666666666668,-1236,-3,0
585,12,0,1226,ys,1,to,1,1,1,0,0,0,0.0,0.0,-272,-1,-1
585,12,0,1226,ys,1,save,1,1,1,0,0,0,0.0,0.0,0,0,0
585,12,0,1226,ys,1,the,1,1,1,1,1,578,578.0,192.66666666666666,578,1,1
585,12,0,1226,ys,1,mother's,1,1,1,1,2,664,332.0,83.0,86,1,0
585,12,0,1226,ys,1,life,1,1,1,1,1,283,283.0,70.75,-381,-1,0
585,12,0,1226,ys,1,will,1,1,1,0,0,0,0.0,0.0,-283,-1,-1
585,12,0,1226,ys,1,be,1,1,1,0,0,0,0.0,0.0,0,0,0
585,12,0,1226,ys,1,permitted,1,1,1,1,2,1064,354.6666666666667,118.22222222222223,1064,2,1
585,12,0,1226,ys,2,The,1,1,1,0,0,0,0.0,0.0,-1064,-2,-1
585,12,0,1226,ys,2,Republican,1,1,1,1,2,977,244.25,97.7,977,2,1
585,12,0,1226,ys,2,attorney,0,1,1,2,3,1322,440.6666666666667,165.25,345,1,1
585,12,0,1226,ys,2,general,1,1,1,2,3,877,292.3333333333333,125.28571428571429,-445,0,0
585,12,0,1226,ys,2,of,1,1,1,3,3,1338,1338.0,669.0,461,0,1
585,12,0,1226,ys,2,Arizona,1,1,1,2,2,703,351.5,100.42857142857143,-635,-1,-1
585,12,0,1226,ys,2,said,1,1,1,1,1,206,206.0,51.5,-497,-1,-1
585,12,0,1226,ys,2,he,1,1,1,0,0,0,0.0,0.0,-206,-1,-1
585,12,0,1226,ys,2,applauded,1,1,1,1,2,559,186.33333333333334,62.111111111111114,559,2,1
585,12,0,1226,ys,2,the,1,1,1,1,1,304,304.0,101.33333333333333,-255,-1,0
585,12,0,1226,ys,2,court's,1,1,1,1,1,447,447.0,63.857142857142854,143,0,0
585,12,0,1226,ys,2,decision,1,1,1,1,4,1283,427.6666666666667,160.375,836,3,0
585,12,0,1226,ys,3,It,1,1,1,0,0,0,0.0,0.0,-1283,-4,-1
585,12,0,1226,ys,3,was,1,1,1,0,0,0,0.0,0.0,0,0,0
585,12,0,1226,ys,3,made,1,1,1,2,2,416,416.0,104.0,416,2,2
585,12,0,1226,ys,3,possible,1,1,1,2,3,753,251.0,94.125,337,1,0
585,12,0,1226,ys,3,by,1,1,1,1,1,237,237.0,118.5,-516,-2,-1
585,12,0,1226,ys,3,the,1,1,1,3,3,1158,1158.0,386.0,921,2,2
585,12,0,1226,ys,3,Supreme,1,1,1,1,2,798,798.0,114.0,-360,-1,-2
585,12,0,1226,ys,3,Court,1,1,1,0,0,0,0.0,0.0,-798,-2,-1
585,12,0,1226,ys,3,in,1,1,1,0,0,0,0.0,0.0,0,0,0
585,12,0,1226,ys,3,Washington,1,1,1,1,3,1140,380.0,114.0,1140,3,1
585,12,0,1226,ys,3,overturning,0,1,1,1,2,585,195.0,53.18181818181818,-555,-1,0
585,12,0,1226,ys,3,the,1,1,1,0,0,0,0.0,0.0,-585,-2,-1
