Unnamed: 0,exp_id,article_id,time,page_id,user,sentence_id,word,word_understand,sentence_understand,mind_wandering,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
330,585,12,0,1227,ys,3,London,1,1,1,1,1,313,156.5,52.16666666666666,313,1,1
581,590,15,0,1237,wangchenyu,0,NASA,1,1,1,0,0,0,0.0,0.0,0,0,0
582,590,15,0,1237,wangchenyu,0,is,1,1,1,1,1,764,764.0,382.0,764,1,1
583,590,15,0,1237,wangchenyu,0,preparing,1,1,1,1,1,353,117.66666666666669,39.22222222222222,-411,0,0
584,590,15,0,1237,wangchenyu,0,to,1,1,1,0,0,0,0.0,0.0,-353,-1,-1
585,590,15,0,1237,wangchenyu,0,crash,1,1,1,1,1,521,521.0,104.2,521,1,1
586,590,15,0,1237,wangchenyu,0,a,1,1,1,0,0,0,0.0,0.0,-521,-1,-1
587,590,15,0,1237,wangchenyu,0,probe,0,1,1,0,0,1885,0.0,0.0,938,0,1
588,590,15,0,1237,wangchenyu,0,into,1,1,1,0,0,0,0.0,0.0,0,0,0
589,590,15,0,1237,wangchenyu,0,an,1,1,1,0,0,0,0.0,0.0,0,0,0
590,590,15,0,1237,wangchenyu,0,asteroid,1,1,1,0,0,0,0.0,0.0,0,0,0
591,590,15,0,1237,wangchenyu,0,some,1,1,1,0,0,0,0.0,0.0,0,0,0
592,590,15,0,1237,wangchenyu,0,11,1,1,1,0,0,0,0.0,0.0,0,0,0
593,590,15,0,1237,wangchenyu,0,million,1,1,1,0,0,0,0.0,0.0,0,0,0
594,590,15,0,1237,wangchenyu,0,kilometers,1,1,1,0,0,0,0.0,0.0,0,0,0
595,590,15,0,1237,wangchenyu,0,from,1,1,1,0,0,0,0.0,0.0,0,0,0
596,590,15,0,1237,wangchenyu,0,Earth,1,1,1,0,0,0,0.0,0.0,0,0,0
597,590,15,0,1237,wangchenyu,0,to,1,1,1,0,0,0,0.0,0.0,0,0,0
598,590,15,0,1237,wangchenyu,0,assess,1,1,1,0,0,0,0.0,0.0,0,0,0
599,590,15,0,1237,wangchenyu,0,how,1,1,1,0,0,0,0.0,0.0,0,0,0
600,590,15,0,1237,wangchenyu,0,difficult,1,1,1,0,0,0,0.0,0.0,0,0,0
601,590,15,0,1237,wangchenyu,0,it,1,1,1,0,0,0,0.0,0.0,0,0,0
602,590,15,0,1237,wangchenyu,0,would,1,1,1,2,2,866,866.0,173.2,866,2,2
603,590,15,0,1237,wangchenyu,0,be,1,1,1,2,2,1042,1042.0,521.0,176,0,0
604,590,15,0,1237,wangchenyu,0,to,1,1,1,2,3,686,686.0,343.0,-356,1,0
605,590,15,0,1237,wangchenyu,0,stop,1,1,1,3,3,888,888.0,222.0,202,0,1
606,590,15,0,1237,wangchenyu,0,a,1,1,1,2,2,694,694.0,694.0,-194,-1,-1
607,590,15,0,1237,wangchenyu,0,sizable,1,1,1,4,5,2345,1172.5,335.0,1651,3,2
608,590,15,0,1237,wangchenyu,0,piece,1,1,1,0,0,0,0.0,0.0,-2345,-5,-4
609,590,15,0,1237,wangchenyu,0,of,1,1,1,2,2,1131,1131.0,565.5,1131,2,2
610,590,15,0,1237,wangchenyu,0,space,1,1,1,3,3,1298,1298.0,259.6,167,1,1
611,590,15,0,1237,wangchenyu,0,rock,1,1,1,2,2,826,826.0,206.5,-472,-1,-1
612,590,15,0,1237,wangchenyu,0,hitting,1,1,1,1,1,307,153.5,43.85714285714285,-519,-1,-1
613,590,15,0,1237,wangchenyu,0,our,1,1,1,2,3,673,673.0,224.3333333333333,366,2,1
614,590,15,0,1237,wangchenyu,0,planet,1,1,1,1,2,786,393.0,131.0,113,-1,-1
615,590,15,0,1237,wangchenyu,1,The,1,0,1,2,3,792,792.0,264.0,6,1,1
616,590,15,0,1237,wangchenyu,1,spacecraft,1,0,1,3,4,1497,748.5,149.7,705,1,1
617,590,15,0,1237,wangchenyu,1,will,1,0,1,1,1,201,201.0,50.25,-1296,-3,-2
618,590,15,0,1237,wangchenyu,1,strike,1,0,1,2,2,1230,1230.0,205.0,1029,1,1
619,590,15,0,1237,wangchenyu,1,the,1,0,1,1,1,506,506.0,168.66666666666666,-724,-1,-1
620,590,15,0,1237,wangchenyu,1,target,1,0,1,2,2,754,377.0,125.66666666666669,248,1,1
621,590,15,0,1237,wangchenyu,1,called,1,0,1,1,1,305,305.0,50.833333333333336,-449,-1,-1
622,590,15,0,1237,wangchenyu,1,Dimorphos,1,0,1,1,1,322,107.33333333333331,35.77777777777778,17,0,0
623,590,15,0,1237,wangchenyu,1,at,1,0,1,1,1,389,389.0,194.5,67,0,0
624,590,15,0,1237,wangchenyu,1,over,1,0,1,2,2,756,756.0,189.0,367,1,1
625,590,15,0,1237,wangchenyu,1,20000,1,0,1,1,1,243,243.0,48.6,-513,-1,-1
626,590,15,0,1237,wangchenyu,1,kilometers,1,0,1,0,0,0,0.0,0.0,-243,-1,-1
627,590,15,0,1237,wangchenyu,1,per,1,0,1,0,0,0,0.0,0.0,0,0,0
628,590,15,0,1237,wangchenyu,1,hour,1,0,1,0,0,0,0.0,0.0,0,0,0
629,590,15,0,1237,wangchenyu,2,Scientists,1,1,1,0,0,0,0.0,0.0,0,0,0
630,590,15,0,1237,wangchenyu,2,believe,1,1,1,1,1,305,152.5,43.57142857142857,305,1,1
631,590,15,0,1237,wangchenyu,2,this,1,1,1,0,0,0,0.0,0.0,-305,-1,-1
632,590,15,0,1237,wangchenyu,2,would,1,1,1,0,0,0,0.0,0.0,0,0,0
633,590,15,0,1237,wangchenyu,2,be,1,1,1,0,0,0,0.0,0.0,0,0,0
634,590,15,0,1237,wangchenyu,2,enough,1,1,1,0,0,0,0.0,0.0,0,0,0
635,590,15,0,1237,wangchenyu,2,to,1,1,1,1,1,247,247.0,123.5,247,1,1
636,590,15,0,1237,wangchenyu,2,deflect,1,1,1,0,0,0,0.0,0.0,-247,-1,-1
637,590,15,0,1237,wangchenyu,2,its,1,1,1,0,0,0,0.0,0.0,0,0,0
638,590,15,0,1237,wangchenyu,2,path,1,1,1,0,0,0,0.0,0.0,0,0,0
924,597,9,0,1248,luqi,0,But,1,1,1,0,0,0,0.0,0.0,0,0,0
925,597,9,0,1248,luqi,0,poorer,1,1,1,1,1,389,194.5,64.83333333333333,389,1,1
926,597,9,0,1248,luqi,0,nations,1,1,1,1,1,216,108.0,30.857142857142858,-173,0,0
927,597,9,0,1248,luqi,0,in,1,1,1,1,1,222,222.0,111.0,6,0,0
928,597,9,0,1248,luqi,0,Southeast,1,1,1,1,1,206,103.0,22.88888888888889,-16,0,0
929,597,9,0,1248,luqi,0,Asia,1,1,1,1,1,215,215.0,53.75,9,0,0
930,597,9,0,1248,luqi,0,scored,1,1,1,1,1,278,278.0,46.333333333333336,63,0,0
931,597,9,0,1248,luqi,0,comparatively,1,1,1,1,2,430,86.0,33.07692307692308,152,1,0
932,597,9,0,1248,luqi,0,highly,1,1,1,1,1,210,105.0,35.0,-220,-1,0
933,597,9,0,1248,luqi,0,for,1,1,1,1,1,257,257.0,85.66666666666667,47,0,0
934,597,9,0,1248,luqi,0,confidence,1,1,1,1,1,284,94.66666666666669,28.4,27,0,0
2081,641,24,0,1324,luqi,0,If,1,1,1,1,1,414,414.0,207.0,0,0,0
2082,641,24,0,1324,luqi,0,not,1,1,1,1,1,265,265.0,88.33333333333333,-149,0,0
2083,641,24,0,1324,luqi,0,placing,1,1,1,0,0,0,0.0,0.0,-265,-1,-1
2084,641,24,0,1324,luqi,0,jobs,1,1,1,1,1,480,480.0,120.0,480,1,1
2085,641,24,0,1324,luqi,0,at,1,1,1,0,0,0,0.0,0.0,-480,-1,-1
2086,641,24,0,1324,luqi,0,risk,1,1,1,0,0,0,0.0,0.0,0,0,0
2087,641,24,0,1324,luqi,0,to,1,1,1,0,0,0,0.0,0.0,0,0,0
2088,641,24,0,1324,luqi,0,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2089,641,24,0,1324,luqi,0,extent,1,1,1,1,1,297,148.5,49.5,297,1,1
2090,641,24,0,1324,luqi,0,employment,1,1,1,2,2,441,147.0,44.1,144,1,1
2091,641,24,0,1324,luqi,0,protection,1,1,1,1,1,378,126.0,37.8,-63,-1,-1
2092,641,24,0,1324,luqi,0,laws,1,1,1,0,0,0,0.0,0.0,-378,-1,-1
2093,641,24,0,1324,luqi,0,constrain,1,1,1,1,1,748,374.0,83.11111111111111,748,1,1
2094,641,24,0,1324,luqi,0,business,1,1,1,0,0,0,0.0,0.0,-748,-1,-1
2095,641,24,0,1324,luqi,0,owners,1,1,1,0,0,0,0.0,0.0,0,0,0
2096,641,24,0,1324,luqi,0,from,1,1,1,0,0,0,0.0,0.0,0,0,0
2097,641,24,0,1324,luqi,0,dismissing,1,1,1,0,0,0,0.0,0.0,0,0,0
2098,641,24,0,1324,luqi,0,under-performing,1,1,1,1,1,223,44.6,13.9375,223,1,1
2099,641,24,0,1324,luqi,0,managers,1,1,1,1,1,249,124.5,31.125,26,0,0
2100,641,24,0,1324,luqi,0,those,1,1,1,0,0,0,0.0,0.0,-249,-1,-1
2101,641,24,0,1324,luqi,0,laws,1,1,1,1,1,450,450.0,112.5,450,1,1
2102,641,24,0,1324,luqi,0,act,1,1,1,1,1,293,293.0,97.66666666666669,-157,0,0
2103,641,24,0,1324,luqi,0,as,1,1,1,0,0,0,0.0,0.0,-293,-1,-1
2104,641,24,0,1324,luqi,0,a,1,1,1,0,0,0,0.0,0.0,0,0,0
2105,641,24,0,1324,luqi,0,constraint,1,1,1,1,1,553,276.5,55.3,553,1,1
2106,641,24,0,1324,luqi,0,on,1,1,1,0,0,0,0.0,0.0,-553,-1,-1
2107,641,24,0,1324,luqi,0,firm,1,1,1,1,1,552,552.0,138.0,552,1,1
2108,641,24,0,1324,luqi,0,productivity,1,1,1,1,3,638,127.6,53.16666666666666,86,2,0
2109,641,24,0,1324,luqi,0,and,1,1,1,0,0,0,0.0,0.0,-638,-3,-1
2110,641,24,0,1324,luqi,0,therefore,1,1,1,1,2,1191,595.5,132.33333333333334,1191,2,1
2111,641,24,0,1324,luqi,0,on,1,1,1,0,0,0,0.0,0.0,-1191,-2,-1
2112,641,24,0,1324,luqi,0,workers’,1,1,1,1,1,231,115.5,28.875,231,1,1
2113,641,24,0,1324,luqi,0,wages,1,1,1,1,1,233,233.0,46.6,2,0,0
2114,641,24,0,1324,luqi,1,Indeed,1,1,1,0,0,0,0.0,0.0,-233,-1,-1
2115,641,24,0,1324,luqi,1,in,1,1,1,1,1,733,733.0,366.5,733,1,1
2116,641,24,0,1324,luqi,1,“An,1,1,1,2,2,841,841.0,280.3333333333333,108,1,1
2117,641,24,0,1324,luqi,1,International,1,1,1,0,0,0,0.0,0.0,-841,-2,-2
2118,641,24,0,1324,luqi,1,Perspective,1,1,1,1,1,245,81.66666666666667,22.27272727272728,245,1,1
2119,641,24,0,1324,luqi,1,on,1,1,1,0,0,0,0.0,0.0,-245,-1,-1
2120,641,24,0,1324,luqi,1,New,1,1,1,1,1,334,334.0,111.33333333333331,334,1,1
2121,641,24,0,1324,luqi,1,Zealand’s,1,1,1,1,1,200,200.0,22.22222222222222,-134,0,0
2122,641,24,0,1324,luqi,1,Productivity,1,1,1,0,0,0,0.0,0.0,-200,-1,-1
2123,641,24,0,1324,luqi,1,Paradox”,1,1,1,1,2,872,436.0,109.0,872,2,1
2124,641,24,0,1324,luqi,1,(2014),1,1,1,1,1,365,365.0,60.833333333333336,-507,-1,0
2125,641,24,0,1324,luqi,1,the,1,1,1,1,1,456,456.0,152.0,91,0,0
2126,641,24,0,1324,luqi,1,Productivity,1,1,1,1,1,350,70.0,29.166666666666668,-106,0,0
2127,641,24,0,1324,luqi,1,Commission,1,1,1,1,2,635,211.66666666666663,63.5,285,1,0
2128,641,24,0,1324,luqi,1,singled,1,1,1,1,2,611,305.5,87.28571428571429,-24,0,0
2129,641,24,0,1324,luqi,1,out,1,1,1,0,0,0,0.0,0.0,-611,-2,-1
2130,641,24,0,1324,luqi,1,the,1,1,1,1,1,440,440.0,146.66666666666666,440,1,1
2131,641,24,0,1324,luqi,1,low,1,1,1,0,0,0,0.0,0.0,-440,-1,-1
2132,641,24,0,1324,luqi,1,quality,1,1,1,2,2,805,268.3333333333333,115.0,805,2,2
2133,641,24,0,1324,luqi,1,of,1,1,1,3,3,1052,1052.0,526.0,247,1,1
2134,641,24,0,1324,luqi,1,managerial,1,1,1,1,2,560,140.0,56.0,-492,-1,-2
2135,641,24,0,1324,luqi,1,capabilities,1,1,1,2,2,832,166.4,69.33333333333333,272,0,1
2136,641,24,0,1324,luqi,1,as,1,1,1,1,1,292,292.0,146.0,-540,-1,-1
2137,641,24,0,1324,luqi,1,a,1,1,1,1,1,319,319.0,319.0,27,0,0
2138,641,24,0,1324,luqi,1,cause,1,1,1,1,1,869,869.0,173.8,550,0,0
2139,641,24,0,1324,luqi,1,of,1,1,1,0,0,0,0.0,0.0,-869,-1,-1
2140,641,24,0,1324,luqi,1,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2141,641,24,0,1324,luqi,1,country’s,1,1,1,0,0,0,0.0,0.0,0,0,0
2142,641,24,0,1324,luqi,1,poor,1,1,1,0,0,0,0.0,0.0,0,0,0
2143,641,24,0,1324,luqi,1,productivity,1,1,1,1,1,259,51.8,21.58333333333333,259,1,1
2144,641,24,0,1324,luqi,1,growth,1,1,1,0,0,0,0.0,0.0,-259,-1,-1
2145,641,24,0,1324,luqi,1,record,1,1,1,0,0,0,0.0,0.0,0,0,0
2146,641,24,0,1324,luqi,2,Nor,1,1,1,1,1,473,473.0,157.66666666666666,473,1,1
2147,641,24,0,1324,luqi,2,are,1,1,1,0,0,0,0.0,0.0,-473,-1,-1
2148,641,24,0,1324,luqi,2,highly,1,1,1,2,2,1034,517.0,172.33333333333334,1034,2,2
2149,641,24,0,1324,luqi,2,paid,1,1,1,1,2,623,623.0,155.75,-411,0,-1
2150,641,24,0,1324,luqi,2,managers,1,1,1,0,0,0,0.0,0.0,-623,-2,-1
2151,641,24,0,1324,luqi,2,themselves,1,1,1,1,1,220,110.0,22.0,220,1,1
2152,641,24,0,1324,luqi,2,immune,1,1,1,2,2,816,408.0,136.0,596,1,1
2153,641,24,0,1324,luqi,2,from,1,1,1,1,1,282,282.0,70.5,-534,-1,-1
2154,641,24,0,1324,luqi,2,the,1,1,1,1,1,201,201.0,67.0,-81,0,0
2155,641,24,0,1324,luqi,2,harm,1,1,1,0,0,0,0.0,0.0,-201,-1,-1
2156,641,24,0,1324,luqi,2,caused,1,1,1,1,2,1075,1075.0,179.16666666666666,1075,2,1
2157,641,24,0,1324,luqi,2,by,1,1,1,0,0,0,0.0,0.0,-1075,-2,-1
2158,641,24,0,1324,luqi,2,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2159,641,24,0,1324,luqi,2,ERA’s,1,1,1,0,0,0,0.0,0.0,0,0,0
2160,641,24,0,1324,luqi,2,unjustified,1,1,1,1,1,332,83.0,30.181818181818183,332,1,1
2161,641,24,0,1324,luqi,2,dismissal,1,1,1,0,0,0,0.0,0.0,-332,-1,-1
2162,641,24,0,1324,luqi,2,procedures,1,1,1,1,2,896,298.6666666666667,89.6,896,2,1
2163,641,24,0,1324,luqi,3,Because,1,1,1,0,0,0,0.0,0.0,-896,-2,-1
2164,641,24,0,1324,luqi,3,employment,1,1,1,1,1,404,134.66666666666666,40.4,404,1,1
2165,641,24,0,1324,luqi,3,protection,1,1,1,1,1,217,72.33333333333333,21.7,-187,0,0
2166,641,24,0,1324,luqi,3,laws,1,1,1,0,0,0,0.0,0.0,-217,-1,-1
2167,641,24,0,1324,luqi,3,make,1,1,1,0,0,0,0.0,0.0,0,0,0
2168,641,24,0,1324,luqi,3,it,1,1,1,0,0,0,0.0,0.0,0,0,0
2169,641,24,0,1324,luqi,3,costlier,1,1,1,1,4,1459,729.5,182.375,1459,4,1
2170,641,24,0,1324,luqi,3,to,1,1,1,0,0,0,0.0,0.0,-1459,-4,-1
2171,641,24,0,1324,luqi,3,fire,1,1,1,0,0,0,0.0,0.0,0,0,0
2172,641,24,0,1324,luqi,3,an,1,1,1,0,0,0,0.0,0.0,0,0,0
2173,641,24,0,1324,luqi,3,employee,1,1,1,1,1,553,184.3333333333333,69.125,553,1,1
2174,641,24,0,1324,luqi,3,employers,1,1,1,1,1,224,74.66666666666667,24.88888888888889,-329,0,0
2175,641,24,0,1324,luqi,3,are,1,1,1,0,0,0,0.0,0.0,-224,-1,-1
2176,641,24,0,1324,luqi,3,more,1,1,1,1,1,280,280.0,70.0,280,1,1
2177,641,24,0,1324,luqi,3,cautious,1,1,1,0,0,0,0.0,0.0,-280,-1,-1
2178,641,24,0,1324,luqi,3,about,1,1,1,1,1,795,795.0,159.0,795,1,1
2179,641,24,0,1324,luqi,3,hiring,1,1,1,0,0,0,0.0,0.0,-795,-1,-1
2180,641,24,0,1324,luqi,3,new,1,1,1,0,0,0,0.0,0.0,0,0,0
2181,641,24,0,1324,luqi,3,staff,1,1,1,1,1,303,303.0,60.6,303,1,1
2182,641,24,0,1324,luqi,4,This,1,1,1,1,1,559,559.0,139.75,256,0,0
2183,641,24,0,1324,luqi,4,makes,1,1,1,2,4,1048,1048.0,209.6,489,3,1
2184,641,24,0,1324,luqi,4,it,1,1,1,1,2,568,568.0,284.0,-480,-2,-1
2185,641,24,0,1324,luqi,4,harder,1,1,1,1,1,204,102.0,34.0,-364,-1,0
2186,641,24,0,1324,luqi,4,for,1,1,1,0,0,0,0.0,0.0,-204,-1,-1
2187,641,24,0,1324,luqi,4,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2188,641,24,0,1324,luqi,4,marginal,0,1,1,1,3,1950,650.0,243.75,1950,3,1
2189,641,24,0,1324,luqi,4,manager,1,1,1,3,3,1071,357.0,153.0,-879,0,2
2190,641,24,0,1324,luqi,4,to,1,1,1,2,2,677,677.0,338.5,-394,-1,-1
2191,641,24,0,1324,luqi,4,gain,1,1,1,1,1,481,481.0,120.25,-196,-1,-1
2192,641,24,0,1324,luqi,4,employment,1,1,1,2,2,861,287.0,86.1,380,1,1
2193,641,24,0,1324,luqi,5,And,1,1,1,1,1,277,277.0,92.33333333333331,-584,-1,-1
2194,641,24,0,1324,luqi,5,firms,1,1,1,1,1,230,230.0,46.0,-47,0,0
2195,641,24,0,1324,luqi,5,pay,1,1,1,0,0,0,0.0,0.0,-230,-1,-1
2196,641,24,0,1324,luqi,5,staff,1,1,1,1,1,573,573.0,114.6,573,1,1
2197,641,24,0,1324,luqi,5,less,1,1,1,0,0,0,0.0,0.0,-573,-1,-1
2198,641,24,0,1324,luqi,5,because,1,1,1,1,1,502,251.0,71.71428571428571,502,1,1
2199,641,24,0,1324,luqi,5,firms,1,1,1,2,2,548,548.0,109.6,46,1,1
2200,641,24,0,1324,luqi,5,carry,1,1,1,0,0,0,0.0,0.0,-548,-2,-2
2201,641,24,0,1324,luqi,5,the,1,1,1,2,2,499,499.0,166.33333333333334,499,2,2
2202,641,24,0,1324,luqi,5,burden,1,1,1,0,0,0,0.0,0.0,-499,-2,-2
2203,641,24,0,1324,luqi,5,of,1,1,1,0,0,0,0.0,0.0,0,0,0
2204,641,24,0,1324,luqi,5,the,1,1,1,0,0,0,0.0,0.0,0,0,0
2205,641,24,0,1324,luqi,5,employment,1,1,1,1,1,340,113.33333333333331,34.0,340,1,1
2206,641,24,0,1324,luqi,5,arrangement,1,1,1,0,0,0,0.0,0.0,-340,-1,-1
2207,641,24,0,1324,luqi,5,going,1,1,1,1,1,599,299.5,119.8,599,1,1
2208,641,24,0,1324,luqi,5,wrong,1,1,1,0,0,0,0.0,0.0,-599,-1,-1
2209,641,24,0,1324,luqi,6,Society,1,0,0,2,3,815,271.6666666666667,116.42857142857144,815,3,2
2210,641,24,0,1324,luqi,6,also,1,0,0,1,1,306,153.0,76.5,-509,-2,-1
2211,641,24,0,1324,luqi,6,suffers,1,0,0,2,2,923,461.5,131.85714285714286,617,1,1
2212,641,24,0,1324,luqi,6,from,1,0,0,2,2,692,692.0,173.0,-231,0,0
2213,641,24,0,1324,luqi,6,excessive,1,0,0,3,5,1233,411.0,137.0,541,3,1
2214,641,24,0,1324,luqi,6,employment,1,0,0,3,7,2622,874.0,262.2,1389,2,0
2215,641,24,0,1324,luqi,6,protections,1,0,0,4,5,1255,418.3333333333333,114.0909090909091,-1367,-2,1
2216,641,24,0,1324,luqi,7,Stringent,0,0,0,5,7,2792,1396.0,310.22222222222223,1537,2,1
2217,641,24,0,1324,luqi,7,job,1,0,0,2,2,1055,1055.0,351.6666666666667,-1737,-5,-3
2218,641,24,0,1324,luqi,7,dismissal,1,0,0,1,2,465,232.5,51.66666666666666,-590,0,-1
2219,641,24,0,1324,luqi,7,regulations,1,0,0,2,3,960,240.0,87.27272727272727,495,1,1
2220,641,24,0,1324,luqi,7,adversely,1,0,0,0,0,0,0.0,0.0,-960,-3,-2
2221,641,24,0,1324,luqi,7,affect,1,0,0,0,0,0,0.0,0.0,0,0,0
2222,641,24,0,1324,luqi,7,productivity,1,0,0,3,8,2301,460.2,191.75,2301,8,3
2223,641,24,0,1324,luqi,7,growth,1,0,0,3,5,1891,1891.0,315.1666666666667,-410,-3,0
2224,641,24,0,1324,luqi,7,and,1,0,0,1,1,203,203.0,67.66666666666667,-1688,-4,-2
2225,641,24,0,1324,luqi,7,hamper,1,0,0,1,1,643,321.5,107.16666666666669,440,0,0
2226,641,24,0,1324,luqi,7,both,1,0,0,0,0,0,0.0,0.0,-643,-1,-1
2227,641,24,0,1324,luqi,7,prosperity,1,0,0,0,0,0,0.0,0.0,0,0,0
2228,641,24,0,1324,luqi,7,and,1,0,0,0,0,0,0.0,0.0,0,0,0
2229,641,24,0,1324,luqi,7,overall,1,0,0,0,0,0,0.0,0.0,0,0,0
2230,641,24,0,1324,luqi,7,well-being,1,0,0,0,0,0,0.0,0.0,0,0,0
2231,641,24,0,1324,luqi,8,Across,1,0,0,2,2,1141,1141.0,190.16666666666663,1141,2,2
2232,641,24,0,1324,luqi,8,the,1,0,0,0,0,0,0.0,0.0,-1141,-2,-2
2233,641,24,0,1324,luqi,8,Tasman,1,0,0,3,3,1020,510.0,170.0,1020,3,3
